Categoría de indicador,Código indicador,Indicador,ISO3A código economía declarante,Economía declarante,ISO3A código economía asociada,Economía asociada,Clasificación de productos/sectores,Producto/Sector,Período,Frequencia,Código unidad,Unidad,Año,Valor
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Pescado y sus productos,Anual,Anual,USD,Dólares EE.UU.,2019,64484.46774
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Metales & minerales,Anual,Anual,USD,Dólares EE.UU.,2019,8192.632244
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos químicos,Anual,Anual,USD,Dólares EE.UU.,2019,578577.9959
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Madera, papel, etc",Anual,Anual,USD,Dólares EE.UU.,2019,702.8239347
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Textiles,Anual,Anual,USD,Dólares EE.UU.,2019,107970.2118
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Prendas de vestir,Anual,Anual,USD,Dólares EE.UU.,2019,448626.0734
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas no eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,106920.0649
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,858910.8212
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Material de transporte,Anual,Anual,USD,Dólares EE.UU.,2019,786801.7298
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Manufacturas n.e.p.,Anual,Anual,USD,Dólares EE.UU.,2019,693100.1326
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Frutas, legumbres, plantas",Anual,Anual,USD,Dólares EE.UU.,2019,1721.97
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Café, té",Anual,Anual,USD,Dólares EE.UU.,2019,474263.01
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Especias, cereales & otras prep.",Anual,Anual,USD,Dólares EE.UU.,2019,1008.34
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Semillas oleaginosas, grasas & aceites",Anual,Anual,USD,Dólares EE.UU.,2019,18458.01
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Azúcares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,74566.83
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Bebidas & tabaco,Anual,Anual,USD,Dólares EE.UU.,2019,249004.6
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Los demás productos agropecuarios,Anual,Anual,USD,Dólares EE.UU.,2019,288.23
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Metales & minerales,Anual,Anual,USD,Dólares EE.UU.,2019,298574.28
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Petróleo,Anual,Anual,USD,Dólares EE.UU.,2019,761.37
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos químicos,Anual,Anual,USD,Dólares EE.UU.,2019,2591167.07
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Madera, papel, etc",Anual,Anual,USD,Dólares EE.UU.,2019,7608.97
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Textiles,Anual,Anual,USD,Dólares EE.UU.,2019,42471.23
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Prendas de vestir,Anual,Anual,USD,Dólares EE.UU.,2019,7479.34
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Cueros, calzado, etc",Anual,Anual,USD,Dólares EE.UU.,2019,107990.25
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas no eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,6245769.87
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,2902248.04
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Material de transporte,Anual,Anual,USD,Dólares EE.UU.,2019,1294271.33
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MNG,Mongolia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Manufacturas n.e.p.,Anual,Anual,USD,Dólares EE.UU.,2019,702689.28
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,SYC,Seychelles,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Azúcares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,13810.665
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,SYC,Seychelles,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Cueros, calzado, etc",Anual,Anual,USD,Dólares EE.UU.,2019,1013.328582
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Frutas, legumbres, plantas",Anual,Anual,USD,Dólares EE.UU.,2019,257450.03
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Café, té",Anual,Anual,USD,Dólares EE.UU.,2019,243389.99
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Especias, cereales & otras prep.",Anual,Anual,USD,Dólares EE.UU.,2019,5831681.54
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Semillas oleaginosas, grasas & aceites",Anual,Anual,USD,Dólares EE.UU.,2019,58550.62
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Azúcares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,1488923.33
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Bebidas & tabaco,Anual,Anual,USD,Dólares EE.UU.,2019,4494068.44
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Algodón,Anual,Anual,USD,Dólares EE.UU.,2019,2920.89
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Los demás productos agropecuarios,Anual,Anual,USD,Dólares EE.UU.,2019,188409.82
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Metales & minerales,Anual,Anual,USD,Dólares EE.UU.,2019,25005751.63
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Petróleo,Anual,Anual,USD,Dólares EE.UU.,2019,286901.12
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos químicos,Anual,Anual,USD,Dólares EE.UU.,2019,48613449.47
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Madera, papel, etc",Anual,Anual,USD,Dólares EE.UU.,2019,1831285.12
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Textiles,Anual,Anual,USD,Dólares EE.UU.,2019,2503047.37
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Prendas de vestir,Anual,Anual,USD,Dólares EE.UU.,2019,888958.41
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Cueros, calzado, etc",Anual,Anual,USD,Dólares EE.UU.,2019,3426306.72
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas no eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,27462886.93
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,30428124.96
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Material de transporte,Anual,Anual,USD,Dólares EE.UU.,2019,49500834.02
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,URY,Uruguay,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Manufacturas n.e.p.,Anual,Anual,USD,Dólares EE.UU.,2019,7608504.35
